(3.55250553921401, 83.13222682476805)
(12.964839483445886, 77.59172713757323)
(12.948486801286938, 77.67802646243064)
(13.292041715455923, 67.5812475928017)
(-18.741238758468768, -50.625)
(11.597893998947788, 77.07991874218749)
(12.966679615739945, 77.58636271954344)
(-69.26342570070966, 62.578125)
(-69.26342570070966, 62.578125)
(-69.26342570070966, 62.578125)
(-69.26342570070966, 62.578125)
